"","SessionName","Trap","StartDate","Operation","Speed","SillDepth","DepthUnits","TagTemp","SessionNote"
"862","DAV14141.MC2","MARTR2",2014-05-21 09:40:00,"0.0",0,94,NA,3,"Trap parked for high water."
"863","DAV14142.MC2","MARTR2",2014-05-22 09:40:00,"0.0",0,92,NA,3,"Began fishing trap next to bank."
"864","DAV14143.MC2","MARTR2",2014-05-23 10:25:00,"1.0",5,90,NA,4,NA
"865","DAV14144.MC2","MARTR2",2014-05-24 09:00:00,"1.0",7,88,NA,4,NA
"866","DAV14145.MC2","MARTR2",2014-05-25 10:30:00,"1.0",7,88,NA,5,NA
"867","DAV14146.MC2","MARTR2",2014-05-26 09:15:00,"1.0",7,88,NA,4,NA
"868","DAV14147.MC2","MARTR2",2014-05-27 15:11:00,"1.0",8,90,NA,6,NA
"869","DAV14148.MC2","MARTR2",2014-05-28 09:08:00,"1.0",8,89,NA,6,NA
"870","DAV14149.MC2","MARTR2",2014-05-29 09:45:00,"1.0",8,90,NA,3,NA
"871","DAV14150.MC2","MARTR2",2014-05-30 09:44:00,"1.0",7,92,NA,4,NA
"872","DAV14151.MC2","MARTR2",2014-05-31 09:46:00,"1.0",6,93,NA,4,NA
"873","DAV14152.MC2","MARTR2",2014-06-01 11:25:00,"1.0",4,97,NA,6,NA
"874","DAV14153.MC2","MARTR2",2014-06-02 09:45:00,"1.0",4,98,NA,5,"Trap fishing approx. 10ft from bank."
"875","DAV14154.MC2","MARTR2",2014-06-03 09:35:00,"1.0",10,98,NA,7,NA
"876","DAV14155.MC2","MARTR2",2014-06-04 09:06:00,"1.0",10,98,NA,5,NA
"877","DAV14156.MC2","MARTR2",2014-06-05 09:07:00,"1.0",10,98,NA,5.5,"Moved trap approx. 2ft toward thalwag."
"878","DAV14157.MC2","MARTR2",2014-06-06 09:12:00,"1.0",11,99,NA,4,NA
"879","DAV14158.MC2","MARTR2",2014-06-07 10:38:00,"1.0",11,100,NA,7,NA
"880","DAV14159.MC2","MARTR2",2014-06-08 09:52:00,"1.0",10,102,NA,6,"Moved trap approx. 2ft closer to thalwag."
"881","DAV14160.MC2","MARTR2",2014-06-09 09:35:00,"1.0",14,103,NA,5,NA
"882","DAV14161.MC2","MARTR2",2014-06-10 09:34:00,"1.0",14,103,NA,5,NA
"883","DAV14162.MC2","MARTR2",2014-06-11 09:16:00,"1.0",13,104,NA,5,NA
"884","DAV14163.MC2","MARTR2",2014-06-12 15:34:00,"0.5",0,NA,NA,5,"Log caught in trap.  Cone not turning.  No fish."
"885","DAV14164.MC2","MARTR2",2014-06-13 08:36:00,"1.0",10,NA,NA,5,"Moved trap back into thalweg.  It was moved the night before 3ft closer to bank."
"886","DAV14165.MC2","MARTR2",2014-06-14 09:22:00,"1.0",12,NA,NA,6,NA
"887","DAV14166.MC2","MARTR2",2014-06-15 12:03:00,"1.0",11,109,NA,6,NA
"888","DAV14167.MC2","MARTR2",2014-06-16 09:35:00,"1.0",11,NA,NA,4,NA
"889","DAV14168.MC2","MARTR2",2014-06-17 09:51:00,"1.0",10,110,NA,4,NA
"890","DAV14169.MC2","MARTR2",2014-06-18 09:42:00,"1.0",10,111,NA,4,NA
"891","DAV14170.MC2","MARTR2",2014-06-19 09:53:00,"1.0",9,112,NA,5,NA
"892","DAV14171.MC2","MARTR2",2014-06-20 09:16:00,"1.0",8,113,NA,5.5,NA
"893","DAV14172.MC2","MARTR2",2014-06-21 10:26:00,"1.0",8,113,NA,7,NA
"894","DAV14173.MC2","MARTR2",2014-06-22 09:12:00,"1.0",8,113,NA,5.5,NA
"895","DAV14174.MC2","MARTR2",2014-06-23 09:37:00,"1.0",8,114,NA,6,"Moved trap approx. 1ft"
"896","DAV14175.MC2","MARTR2",2014-06-24 09:34:00,"1.0",8,114,NA,7,NA
"897","DAV14176.MC2","MARTR2",2014-06-25 09:08:00,"1.0",8,114,NA,7,NA
"898","DAV14177.MC2","MARTR2",2014-06-26 08:18:00,"1.0",8,NA,NA,7,NA
"899","DAV14178.MC2","MARTR2",2014-06-27 08:29:00,"1.0",8,NA,NA,7,NA
"900","DAV14179.MC2","MARTR2",2014-06-28 08:27:00,"1.0",8,NA,NA,7,NA
"901","DAV14180.MC2","MARTR2",2014-06-29 10:41:00,"1.0",8,115,NA,8,NA
"902","DAV14181.MC2","MARTR2",2014-06-30 09:46:00,"1.0",7,116,NA,6,NA
"903","DAV14182.MC2","MARTR2",2014-07-01 09:14:00,"1.0",6,117,NA,6.5,NA
"904","DAV14183.MC2","MARTR2",2014-07-02 09:13:00,"1.0",6,117,NA,7,NA
"905","DAV14184.MC2","MARTR2",2014-07-03 09:11:00,"1.0",6,117,NA,8,NA
"906","DAV14185.MC2","MARTR2",2014-07-04 09:37:00,"1.0",6,118,NA,8,NA
"907","DAV14186.MC2","MARTR2",2014-07-05 09:45:00,"1.0",6,118,NA,8,NA
"908","DAV14187.MC2","MARTR2",2014-07-06 09:27:00,"1.0",6,118,NA,9,NA
"909","DAV14188.MC2","MARTR2",2014-07-07 09:03:00,"1.0",6,119,NA,8,NA
"910","DAV14189.MC2","MARTR2",2014-07-08 14:23:00,"1.0",6,118,NA,15,NA
"911","DAV14190.MC2","MARTR2",2014-07-09 08:31:00,"1.0",6,117,NA,8,NA
"912","DAV14191.MC2","MARTR2",2014-07-10 08:52:00,"1.0",6,120,NA,8,NA
"913","DAV14192.MC2","MARTR2",2014-07-11 09:26:00,"1.0",6,120,NA,8,NA
"914","DAV14193.MC2","MARTR2",2014-07-12 10:02:00,"1.0",6,120,NA,10,NA
"915","DAV14194.MC2","MARTR2",2014-07-13 09:05:00,"1.0",5,122,NA,8,NA
"916","DAV14195.MC2","MARTR2",2014-07-14 09:01:00,"1.0",5,122,NA,10,NA
"917","DAV14196.MC2","MARTR2",2014-07-15 09:44:00,"1.0",5,122,NA,11,NA
"918","DAV14197.MC2","MARTR2",2014-07-16 09:21:00,"1.0",5,122,NA,10,NA
"919","DAV14198.MC2","MARTR2",2014-07-17 09:02:00,"1.0",5,124,NA,9,NA
"920","DAV14199.MC2","MARTR2",2014-07-18 09:04:00,"1.0",5,124,NA,7,"MOVED TRAP OUT 3FT"
"921","DAV14200.MC2","MARTR2",2014-07-19 08:51:00,"1.0",5,125,NA,7,NA
"922","DAV14201.MC2","MARTR2",2014-07-20 08:40:00,"1.0",5,125,NA,7,NA
"923","DAV14202.MC2","MARTR2",2014-07-21 09:04:00,"1.0",5,125,NA,10,NA
"924","DAV14203.MC2","MARTR2",2014-07-22 08:08:00,"1.0",6,125,NA,8.5,NA
"925","DAV14204.MC2","MARTR2",2014-07-23 09:28:00,"1.0",6,125,NA,9,NA
"926","DAV14205.MC2","MARTR2",2014-07-24 08:56:00,"1.0",6,125,NA,8,NA
"927","DAV14206.MC2","MARTR2",2014-07-25 08:55:00,"1.0",6,125,NA,5,NA
"928","DAV14207.MC2","MARTR2",2014-07-26 09:07:00,"1.0",6,125,NA,6,NA
"929","DAV14208.MC2","MARTR2",2014-07-27 10:03:00,"1.0",5,125,NA,8,NA
"930","DAV14209.MC2","MARTR2",2014-07-28 09:07:00,"1.0",4,125,NA,8,NA
"931","DAV14210.MC2","MARTR2",2014-07-29 08:32:00,"1.0",4,125,NA,8,NA
"932","DAV14211.MC2","MARTR2",2014-07-30 09:03:00,"1.0",4,125,NA,9,NA
"933","DAV14212.MC2","MARTR2",2014-07-31 09:26:00,"1.0",4,125,NA,9,NA
"934","DAV14213.MC2","MARTR2",2014-08-01 08:42:00,"1.0",4,125,NA,8,NA
"935","DAV14214.MC2","MARTR2",2014-08-02 08:13:00,"1.0",4,125,NA,9,NA
"936","DAV14215.MC2","MARTR2",2014-08-03 09:22:00,"1.0",4,125,NA,9,NA
"937","DAV14216.MC2","MARTR2",2014-08-04 09:39:00,"1.0",4,125,NA,8,NA
"938","DAV14217.MC2","MARTR2",2014-08-05 09:14:00,"1.0",4,125,NA,8,NA
"939","DAV14218.MC2","MARTR2",2014-08-06 09:03:00,"1.0",4,126,NA,9,NA
"940","DAV14219.MC2","MARTR2",2014-08-07 08:04:00,"1.0",4,126,NA,9,NA
"941","DAV14220.MC2","MARTR2",2014-08-08 10:27:00,"1.0",6,125,NA,9,"whole river super muddy"
"942","DAV14221.MC2","MARTR2",2014-08-09 09:41:00,"1.0",6,126,NA,8,"water less muddy by about 50%"
"943","DAV14222.MC2","MARTR2",2014-08-10 08:21:00,"1.0",5,126,NA,7,"RIVER IS ALMOST CLEAR"
"944","DAV14223.MC2","MARTR2",2014-08-11 08:04:00,"1.0",5,126,NA,8,NA
"945","DAV14224.MC2","MARTR2",2014-08-12 08:03:00,"1.0",4,126,NA,8,NA
"946","DAV14225.MC2","MARTR2",2014-08-13 08:16:00,"1.0",4,126,NA,8,NA
"947","DAV14226.MC2","MARTR2",2014-08-14 10:04:00,"0.5",0,121,NA,8,"Trap box full of mud and debris, cone full of debris and not spinning. River muddy, cone raised."
"948","DAV14227.MC2","MARTR2",2014-08-15 09:30:00,"0.0",0,125,NA,8,NA
"949","DAV14228.MC2","MARTR2",2014-08-16 08:30:00,"0.0",0,126,NA,7,"Cone lowered and fishing"
"950","DAV14229.MC2","MARTR2",2014-08-17 08:33:00,"1.0",4,126,NA,7,NA
"951","DAV14230.MC2","MARTR2",2014-08-18 09:25:00,"1.0",4,127,NA,8,NA
"952","DAV14231.MC2","MARTR2",2014-08-19 09:49:00,"1.0",4,127,NA,8,NA
"953","DAV14232.MC2","MARTR2",2014-08-20 09:59:00,"1.0",4,127,NA,8,NA
"954","DAV14233.MC2","MARTR2",2014-08-21 09:22:00,"1.0",4,127,NA,8,NA
"955","DAV14234.MC2","MARTR2",2014-08-22 08:14:00,"1.0",5,127,NA,4,NA
"956","DAV14235.MC2","MARTR2",2014-08-23 08:29:00,"1.0",5,127,NA,5,NA
"957","DAV14236.MC2","MARTR2",2014-08-24 08:07:00,"1.0",5,127,NA,4,NA
"958","DAV14237.MC2","MARTR2",2014-08-25 08:05:00,"1.0",5,127,NA,5,NA
"959","DAV14238.MC2","MARTR2",2014-08-26 08:09:00,"1.0",5,127,NA,6,NA
"960","DAV14239.MC2","MARTR2",2014-08-27 08:09:00,"1.0",4,127,NA,6,NA
"961","DAV14240.MC2","MARTR2",2014-08-28 08:07:00,"1.0",4,127,NA,6,NA
"962","DAV14241.MC2","MARTR2",2014-08-29 08:09:00,"1.0",4,127,NA,6,NA
"963","DAV14242.MC2","MARTR2",2014-08-30 08:03:00,"1.0",4,127,NA,8.5,NA
"964","DAV14243.MC2","MARTR2",2014-08-31 08:04:00,"1.0",4,127,NA,7,NA
"965","DAV14244.MC2","MARTR2",2014-09-01 11:04:00,"1.0",4,127,NA,6,NA
"966","DAV14245.MC2","MARTR2",2014-09-02 10:55:00,"1.0",4,127,NA,8,NA
"967","DAV14246.MC2","MARTR2",2014-09-03 09:13:00,"1.0",4,127,NA,5,NA
"968","DAV14247.MC2","MARTR2",2014-09-04 09:36:00,"1.0",4,127,NA,4,NA
"969","DAV14248.MC2","MARTR2",2014-09-05 09:44:00,"1.0",4,127,NA,4,NA
"970","DAV14249.MC2","MARTR2",2014-09-06 08:48:00,"1.0",4,127,NA,3,NA
"971","DAV14250.MC2","MARTR2",2014-09-07 09:29:00,"1.0",4,127,NA,4,NA
"972","DAV14251.MC2","MARTR2",2014-09-08 08:33:00,"1.0",4,127,NA,3,NA
"973","DAV14252.MC2","MARTR2",2014-09-09 08:38:00,"1.0",4,127,NA,4,NA
"974","DAV14253.MC2","MARTR2",2014-09-10 08:33:00,"1.0",4,127,NA,2,NA
"975","DAV14254.MC2","MARTR2",2014-09-11 08:30:00,"1.0",4,127,NA,0,NA
"976","DAV14255.MC2","MARTR2",2014-09-12 09:43:00,"1.0",2,127,NA,0,NA
"977","DAV14256.MC2","MARTR2",2014-09-13 08:36:00,"1.0",2,127,NA,0,NA
"978","DAV14257.MC2","MARTR2",2014-09-14 09:24:00,"1.0",2,127,NA,1.5,NA
"979","DAV14258.MC2","MARTR2",2014-09-15 09:00:00,"1.0",3,128,NA,1.5,NA
"980","DAV14259.MC2","MARTR2",2014-09-16 12:51:00,"1.0",3,128,NA,9,NA
"981","DAV14260.MC2","MARTR2",2014-09-17 08:50:00,"1.0",3,128,NA,5,NA
"982","DAV14261.MC2","MARTR2",2014-09-18 10:00:00,"1.0",3,128,NA,7,NA
"983","DAV14262.MC2","MARTR2",2014-09-19 10:34:00,"1.0",3,128,NA,7,NA
"984","DAV14263.MC2","MARTR2",2014-09-20 09:29:00,"1.0",3,128,NA,5,NA
"985","DAV14264.MC2","MARTR2",2014-09-21 11:07:00,"1.0",3,128,NA,8,NA
"986","DAV14265.MC2","MARTR2",2014-09-22 09:32:00,"1.0",3,128,NA,10,NA
"987","DAV14266.MC2","MARTR2",2014-09-23 10:09:00,"1.0",3,128,NA,7,NA
"988","DAV14267.MC2","MARTR2",2014-09-24 10:02:00,"1.0",2,128,NA,6.5,NA
"989","DAV14268.MC2","MARTR2",2014-09-25 10:07:00,"1.0",2,128,NA,6,NA
"990","DAV14269.MC2","MARTR2",2014-09-26 08:53:00,"1.0",2,128,NA,7.5,NA
"991","DAV14270.MC2","MARTR2",2014-09-27 09:34:00,"1.0",2,128,NA,7,NA
"992","DAV14271.MC2","MARTR2",2014-09-28 09:28:00,"1.0",2,128,NA,7.5,NA
"993","DAV14272.MC2","MARTR2",2014-09-29 09:17:00,"1.0",2,128,NA,6,NA
"994","DAV14273.MC2","MARTR2",2014-09-30 08:55:00,"1.0",2,128,NA,5,NA
"995","DAV14274.MC2","MARTR2",2014-10-01 12:46:00,"1.0",2,128,NA,7,NA
"996","DAV14275.MC2","MARTR2",2014-10-02 09:46:00,"1.0",2,128,NA,3,NA
"997","DAV14276.MC2","MARTR2",2014-10-03 14:22:00,"1.0",2,128,NA,6,NA
"998","DAV14277.MC2","MARTR2",2014-10-04 10:08:00,"1.0",2,128,NA,4,NA
"999","DAV14278.MC2","MARTR2",2014-10-05 12:01:00,"1.0",2,128,NA,6,NA
"1000","DAV14279.MC2","MARTR2",2014-10-06 10:03:00,"1.0",2,128,NA,3.5,NA
"1001","DAV14280.MC2","MARTR2",2014-10-07 10:01:00,"1.0",2,128,NA,3.5,NA
"1002","DAV14281.MC2","MARTR2",2014-10-08 10:03:00,"1.0",2,128,NA,3,NA
"1003","DAV14282.MC2","MARTR2",2014-10-09 10:03:00,"1.0",2,128,NA,3,NA
"1004","DAV14283.MC2","MARTR2",2014-10-10 10:32:00,"1.0",2,128,NA,3,NA
"1005","DAV14284.MC2","MARTR2",2014-10-11 09:35:00,"1.0",2,129,NA,3,NA
"1006","DAV14285.MC2","MARTR2",2014-10-12 10:05:00,"1.0",2,129,NA,3,NA
"1007","DAV14286.MC2","MARTR2",2014-10-13 10:02:00,"1.0",2,129,NA,2,NA
"1008","DAV14287.MC2","MARTR2",2014-10-14 15:57:00,"1.0",2,129,NA,8,NA
"1009","DAV14288.MC2","MARTR2",2014-10-15 14:06:00,"1.0",2,129,NA,5,NA
"1010","DAV14289.MC2","MARTR2",2014-10-16 14:08:00,"1.0",2,129,NA,6,NA
"1011","DAV14290.MC2","MARTR2",2014-10-17 10:31:00,"1.0",2,129,NA,1,NA
"1012","DAV14291.MC2","MARTR2",2014-10-18 13:33:00,"1.0",2,NA,NA,5,NA
"1013","DAV14292.MC2","MARTR2",2014-10-19 11:02:00,"1.0",2,129,NA,2,NA
"1014","DAV14293.MC2","MARTR2",2014-10-20 10:07:00,"1.0",2,129,NA,1,NA
"1015","DAV14294.MC2","MARTR2",2014-10-21 10:04:00,"1.0",2,129,NA,3,NA
"1016","DAV14295.MC2","MARTR2",2014-10-22 09:02:00,"1.0",2,129,NA,3,NA
"1017","DAV14296.MC2","MARTR2",2014-10-23 10:03:00,"1.0",2,129,NA,4,NA
"1018","DAV14297.MC2","MARTR2",2014-10-24 10:07:00,"1.0",5,124,NA,4.5,NA
"1019","DAV14298.MC2","MARTR2",2014-10-25 10:11:00,"1.0",4,126,NA,1,NA
"1020","DAV14299.MC2","MARTR2",2014-10-26 10:05:00,"1.0",4,126,NA,2,NA
"1021","DAV14300.MC2","MARTR2",2014-10-27 11:29:00,"1.0",4,126,NA,1,NA
"1022","DAV14301.MC2","MARTR2",2014-10-28 09:38:00,"1.0",4,126,NA,0,NA
"1023","DAV14302.MC2","MARTR2",2014-10-29 11:59:00,"1.0",3,126,NA,3,NA
"1024","DAV14303.MC2","MARTR2",2014-10-30 10:25:00,"1.0",3,126,NA,2,NA
"1025","DAV14304.MC2","MARTR2",2014-10-31 11:12:00,"1.0",3,126,NA,NA,"No PIT tags left, raised cone"
"1026","DAV15080.MC2","MARTR2",2015-03-21 12:07:00,"1.0",7,119,NA,4,"1st day fishing."
"1027","DAV15081.MC2","MARTR2",2015-03-22 12:44:00,"1.0",7,120,NA,3.5,"raised cone to inflate tire."
"1028","DAV15082.MC2","MARTR2",2015-03-23 12:16:00,"1.0",7,119,NA,3.5,NA
"1029","DAV15083.MC2","MARTR2",2015-03-24 11:50:00,"1.0",7,120,NA,2,NA
"1030","DAV15084.MC2","MARTR2",2015-03-25 11:47:00,"1.0",NA,NA,NA,2,NA
"1031","DAV15085.MC2","MARTR2",2015-03-26 11:15:00,"1.0",6,121,NA,3,NA
"1032","DAV15086.MC2","MARTR2",2015-03-27 11:25:00,"1.0",6,120,NA,3,NA
"1033","DAV15087.MC2","MARTR2",2015-03-28 11:41:00,"1.0",8,117,NA,4,NA
"1034","DAV15088.MC2","MARTR2",2015-03-29 15:22:00,"1.0",8,116.5,NA,7,NA
"1035","DAV15089.MC2","MARTR2",2015-03-30 12:20:00,"1.0",8,115.5,NA,4,NA
"1036","DAV15090.MC2","MARTR2",2015-03-31 12:55:00,"1.0",9,114,NA,5,"MOVED TRAP IN  2 FT DUE TO HIGH WATER"
"1037","DAV15091.MC2","MARTR2",2015-04-01 12:47:00,"1.0",10,112,NA,3.5,NA
"1038","DAV15092.MC2","MARTR2",2015-04-02 10:29:00,"0.5",0,15.5,NA,1.5,"TRAP FROZEN. CLEARED ICE. LEFT RUNNING AT 4 RPM"
"1039","DAV15093.MC2","MARTR2",2015-04-03 13:51:00,"1.0",7,114,NA,2.5,NA
"1040","DAV15094.MC2","MARTR2",2015-04-04 10:58:00,"1.0",7,115,NA,2.5,NA
"1041","DAV15095.MC2","MARTR2",2015-04-05 11:18:00,"1.0",7,114.5,NA,2,NA
"1042","DAV15096.MC2","MARTR2",2015-04-06 10:27:00,"1.0",6,116.5,NA,2,"MOVED TRAP TOWARD OUTER BANK APROX 2 FT"
"1043","DAV15097.MC2","MARTR2",2015-04-07 11:35:00,"0.5",0,116,NA,2,"trap frozen, trap box and cone full of slush"
"1044","DAV15098.MC2","MARTR2",2015-04-08 12:26:00,"1.0",8,119,NA,4,NA
"1045","DAV15099.MC2","MARTR2",2015-04-09 11:35:00,"1.0",8,118,NA,5,NA
"1046","DAV15100.MC2","MARTR2",2015-04-10 11:20:00,"1.0",8,119,NA,4,NA
"1047","DAV15101.MC2","MARTR2",2015-04-11 09:37:00,"1.0",8,119,NA,4,NA
"1048","DAV15102.MC2","MARTR2",2015-04-12 16:19:00,"1.0",7,119,NA,8.5,NA
"1049","DAV15103.MC2","MARTR2",2015-04-13 11:21:00,"1.0",6,120,NA,4,NA
"1050","DAV15104.MC2","MARTR2",2015-04-14 11:46:00,"1.0",8,117,NA,3.5,NA
"1051","DAV15105.MC2","MARTR2",2015-04-15 11:32:00,"1.0",7,119,NA,3,"Moved Trap aprox. 6'' toward inner bank to avoid boaters."
"1052","DAV15106.MC2","MARTR2",2015-04-16 13:07:00,"1.0",5,119,NA,6,NA
"1053","DAV15107.MC2","MARTR2",2015-04-17 11:14:00,"1.0",6,117,NA,4,NA
"1054","DAV15108.MC2","MARTR2",2015-04-18 11:33:00,"1.0",6,115,NA,5,NA
"1055","DAV15109.MC2","MARTR2",2015-04-19 11:53:00,"1.0",8,114,NA,5,NA
"1056","DAV15110.MC2","MARTR2",2015-04-20 09:35:00,"1.0",8,112.5,NA,3,"MOVED TRAP TOWARD INNER BANK 2 FT DUE TO DEBRIS AND HIGH WATER"
"1057","DAV15111.MC2","MARTR2",2015-04-21 10:51:00,"1.0",8,111,NA,4,NA
"1058","DAV15112.MC2","MARTR2",2015-04-22 09:08:00,"0.5",0,108,NA,4,"large limb stuck in cone stopping it from rotating"
"1059","DAV15113.MC2","MARTR2",2015-04-23 09:33:00,"1.0",10,106,NA,4,NA
"1060","DAV15114.MC2","MARTR2",2015-04-24 09:26:00,"1.0",10,105,NA,4,NA
"1061","DAV15115.MC2","MARTR2",2015-04-25 07:59:00,"1.0",10,106,NA,3,NA
"1062","DAV15116.MC2","MARTR2",2015-04-26 14:31:00,"1.0",10,109,NA,5,NA
"1063","DAV15117.MC2","MARTR2",2015-04-27 11:42:00,"1.0",8,111,NA,5,NA
"1064","DAV15118.MC2","MARTR2",2015-04-28 10:54:00,"1.0",8,111,NA,5,NA
"1065","DAV15119.MC2","MARTR2",2015-04-29 13:09:00,"1.0",8,109,NA,8,NA
"1066","DAV15120.MC2","MARTR2",2015-04-30 08:49:00,"1.0",8,107,NA,4,NA
"1067","DAV15121.MC2","MARTR2",2015-05-01 12:45:00,"1.0",7,107,NA,7,"Drum tire broken.  Removed."
"1068","DAV15122.MC2","MARTR2",2015-05-02 12:25:00,"1.0",9,107,NA,7,NA
"1069","DAV15123.MC2","MARTR2",2015-05-03 11:42:00,"1.0",0,104,NA,5,"Log in cone, not turning, no fish.  Moved trap to 5ft off the bank."
"1070","DAV15124.MC2","MARTR2",2015-05-04 08:49:00,"1.0",5,100,NA,4,NA
"1071","DAV15125.MC2","MARTR2",2015-05-05 08:27:00,"1.0",5,99,NA,5,NA
"1072","DAV15126.MC2","MARTR2",2015-05-06 09:06:00,"1.0",5,100,NA,4,NA
"1073","DAV15127.MC2","MARTR2",2015-05-07 09:33:00,"1.0",5,101,NA,6,NA
"1074","DAV15128.MC2","MARTR2",2015-05-08 08:53:00,"1.0",5,102,NA,5,NA
"1075","DAV15129.MC2","MARTR2",2015-05-09 09:00:00,"1.0",5,103,NA,7,NA
"1076","DAV15130.MC2","MARTR2",2015-05-10 09:16:00,"1.0",5,104,NA,6,NA
"1077","DAV15131.MC2","MARTR2",2015-05-11 14:38:00,"1.0",5,105,NA,9,NA
"1078","DAV15132.MC2","MARTR2",2015-05-12 11:42:00,"1.0",5,103,NA,7,"trap close to inner bank for boaters"
"1079","DAV15133.MC2","MARTR2",2015-05-13 11:14:00,"1.0",6,102,NA,8,NA
"1080","DAV15134.MC2","MARTR2",2015-05-14 10:28:00,"1.0",6,104,NA,7,"moved trap toward mid stream aprox 5 ft. (no scheduled boat launches)"
"1081","DAV15135.MC2","MARTR2",2015-05-15 09:43:00,"1.0",12,107,NA,7,NA
"1082","DAV15136.MC2","MARTR2",2015-05-16 11:34:00,"1.0",11,105,NA,7,NA
"1083","DAV15137.MC2","MARTR2",2015-05-17 11:19:00,"1.0",9,106,NA,8,NA
"1084","DAV15138.MC2","MARTR2",2015-05-18 08:45:00,"1.0",10,107,NA,6,NA
"1085","DAV15139.MC2","MARTR2",2015-05-19 09:38:00,"1.0",9,107,NA,7,NA
"1086","DAV15140.MC2","MARTR2",2015-05-20 09:36:00,"1.0",10,106,NA,8,NA
"1087","DAV15141.MC2","MARTR2",2015-05-21 08:53:00,"1.0",10,107,NA,7,NA
"1088","DAV15142.MC2","MARTR2",2015-05-22 09:46:00,"1.0",10,107,NA,7,NA
"1089","DAV15143.MC2","MARTR2",2015-05-23 09:46:00,"1.0",10,107,NA,7,NA
"1090","DAV15144.MC2","MARTR2",2015-05-24 12:55:00,"1.0",10,108,NA,11,NA
"1091","DAV15145.MC2","MARTR2",2015-05-25 10:36:00,"1.0",10,108,NA,8,NA
"1092","DAV15146.MC2","MARTR2",2015-05-26 11:06:00,"1.0",10,108,NA,9,NA
"1093","DAV15147.MC2","MARTR2",2015-05-27 11:39:00,"1.0",9,109,NA,9,NA
"1094","DAV15148.MC2","MARTR2",2015-05-28 11:15:00,"1.0",8,109,NA,9,NA
"1095","DAV15149.MC2","MARTR2",2015-05-29 10:38:00,"1.0",8,111,NA,10,NA
"1096","DAV15150.MC2","MARTR2",2015-05-30 11:10:00,"1.0",8,111,NA,10,NA
"1097","DAV15151.MC2","MARTR2",2015-05-31 11:23:00,"1.0",8,112,NA,11,NA
"1098","DAV15152.MC2","MARTR2",2015-06-01 09:26:00,"1.0",8,112,NA,9,NA
"1099","DAV15153.MC2","MARTR2",2015-06-02 11:15:00,"1.0",10,110,NA,10,NA
"1100","DAV15154.MC2","MARTR2",2015-06-03 09:51:00,"1.0",10,112,NA,8,NA
"1101","DAV15155.MC2","MARTR2",2015-06-04 09:53:00,"1.0",10,111,NA,8,NA
"1102","DAV15156.MC2","MARTR2",2015-06-05 08:39:00,"1.0",10,112,NA,9,NA
"1103","DAV15157.MC2","MARTR2",2015-06-06 08:37:00,"1.0",10,114,NA,8,NA
"1104","DAV15158.MC2","MARTR2",2015-06-07 12:38:00,"1.0",8,115,NA,14,NA
"1105","DAV15159.MC2","MARTR2",2015-06-08 11:28:00,"1.0",6,115,NA,14,NA
"1106","DAV15160.MC2","MARTR2",2015-06-09 11:24:00,"1.0",6,115,NA,15,"Losts of debris due to heavy rain. Water vis. 0. Moved trap towards inner bank by aprox 2 ft."
"1107","DAV15161.MC2","MARTR2",2015-06-10 11:03:00,"1.0",6,112,NA,12,NA
"1108","DAV15162.MC2","MARTR2",2015-06-11 10:50:00,"0.0",0,111,NA,9,"Creek blown out. Trap jammed with debris and cone not opperational. Raised cone to remove debris and moved trap in shore to avoid further debris and fish fatality."
"1109","DAV15163.MC2","MARTR2",2015-06-12 10:51:00,"0.0",0,110,NA,9,"Less debris in morning and better water vis. Lowered cone and moved toward outter bank 5 ft."
"1110","DAV15164.MC2","MARTR2",2015-06-13 10:26:00,"1.0",6,115,NA,12,NA
"1111","DAV15165.MC2","MARTR2",2015-06-14 10:45:00,"1.0",6,116,NA,12,NA
"1112","DAV15166.MC2","MARTR2",2015-06-15 10:48:00,"1.0",6,117,NA,11,NA
"1113","DAV15167.MC2","MARTR2",2015-06-16 10:51:00,"1.0",5,117,NA,13,NA
"1114","DAV15168.MC2","MARTR2",2015-06-17 08:32:00,"1.0",5,117,NA,9,NA
"1115","DAV15169.MC2","MARTR2",2015-06-18 08:21:00,"1.0",4,117,NA,10,"moved trap into middle of river"
"1116","DAV15170.MC2","MARTR2",2015-06-19 08:35:00,"1.0",4,118,NA,10,NA
"1117","DAV15171.MC2","MARTR2",2015-06-20 09:42:00,"1.0",5,120,NA,10,NA
"1118","DAV15172.MC2","MARTR2",2015-06-21 12:38:00,"1.0",5,121,NA,13,NA
"1119","DAV15173.MC2","MARTR2",2015-06-22 10:40:00,"1.0",6,121,NA,12,NA
"1120","DAV15174.MC2","MARTR2",2015-06-23 11:47:00,"1.0",6,122,NA,14,NA
"1121","DAV15175.MC2","MARTR2",2015-06-24 11:51:00,"1.0",6,122,NA,15,NA
"1122","DAV15176.MC2","MARTR2",2015-06-25 08:27:00,"1.0",6,122,NA,11,NA
"1123","DAV15177.MC2","MARTR2",2015-06-26 07:49:00,"1.0",6,122,NA,10,NA
"1124","DAV15178.MC2","MARTR2",2015-06-27 08:39:00,"1.0",6,122,NA,12,NA
"1125","DAV15179.MC2","MARTR2",2015-06-28 10:10:00,"1.0",6,123,NA,15,NA
"1126","DAV15180.MC2","MARTR2",2015-06-29 09:42:00,"1.0",6,123,NA,13,NA
"1127","DAV15181.MC2","MARTR2",2015-06-30 07:55:00,"1.0",6,123,NA,11,NA
"1128","DAV15182.MC2","MARTR2",2015-07-01 07:46:00,"1.0",6,123,NA,11,NA
